metabolite_id	metabolite_name
tag1819Z1819Z1819Z_c	Triacylglycerol (18:1(9Z)/18:1(9Z)/18:1(9Z)) (tag1819Z1819Z1819Z_c)
tag1819Z1819Z1835Z9Z12Z_c	Triacylglycerol (18:1(9Z)/18:1(9Z)/18:3(5Z,9Z,12Z)) (tag1819Z1819Z1835Z9Z12Z_c)
tag1819Z1819Z1845Z9Z12Z15Z_c	Triacylglycerol (18:1(9Z)/18:1(9Z)/18:4(5Z,9Z,12Z,15Z)) (tag1819Z1819Z1845Z9Z12Z15Z_c)
vioxan_u	Violaxanthin (vioxan_u)
zeax_u	Zeaxanthin (zeax_u)
hcarn_c	Homocarnosine (hcarn_c)
na1_h	Sodium (na1_h)
na1_m	Sodium (na1_m)
no_h	Nitric oxide (no_h)
urdglyc_m	(-)-Ureidoglycolate (urdglyc_m)
1acpc_c	1-Aminocyclopropane-1-carboxylate (1acpc_c)
1acpc_h	1-Aminocyclopropane-1-carboxylate (1acpc_h)
23dhmb_h	(R)-2,3-Dihydroxy-3-methylbutanoate (23dhmb_h)
23dhmp_h	(R)-2,3-Dihydroxy-3-methylpentanoate (23dhmp_h)
3c3hmp_h	3-Carboxy-3-hydroxy-4-methylpentanoate (3c3hmp_h)
coa_h	Coenzyme A (coa_h)
accoa_h	Acetyl-CoA (accoa_h)
air_h	5-amino-1-(5-phospho-D-ribosyl)imidazole (air_h)
h_h	H+ (h_h)
akg_h	2-Oxoglutarate (akg_h)
mal__L_h	L-Malate (mal__L_h)
ala_B_h	Beta-Alanine (ala_B_h)
ametam_h	S-Adenosylmethioninamine (ametam_h)
asp__L_h	L-Aspartate (asp__L_h)
ctp_h	CTP C9H12N3O14P3 (ctp_h)
f6p_B_h	Beta-D-Fructose 6-phosphate (f6p_B_h)
f6p_B_c	Beta-D-Fructose 6-phosphate (f6p_B_c)
hdca_h	Hexadecanoate (n-C16:0) (hdca_h)
ocdcea_h	Octadecenoate (n-C18:1) (ocdcea_h)
ocdce9a_h	Octadecenoate (18:1(9Z)) (ocdce9a_h)
ocdce9a_c	Octadecenoate (18:1(9Z)) (ocdce9a_c)
fad_h	Flavin adenine dinucleotide oxidized (fad_h)
fe2_h	Fe2+ mitochondria (fe2_h)
fe3_h	Iron (Fe3+) (fe3_h)
for_h	Formate (for_h)
frdp_h	Farnesyl diphosphate (frdp_h)
gal_h	D-Galactose (gal_h)
glu__L_h	L-Glutamate (glu__L_h)
4abut_h	4-Aminobutanoate (4abut_h)
glyc_h	Glycerol (glyc_h)
h2o_h	H2O H2O (h2o_h)
hgentis_h	Homogentisate C8H7O4 (hgentis_h)
his__L_h	L-Histidine (his__L_h)
ile__L_h	L-Isoleucine (ile__L_h)
imp_h	IMP C10H11N4O8P (imp_h)
leu__L_h	L-Leucine (leu__L_h)
lnlc_h	Linoleic acid (all cis C18:2) n-6 (lnlc_h)
oaa_h	Oxaloacetate (oaa_h)
methf_h	5,10-Methenyltetrahydrofolate (methf_h)
mg2_h	Magnesium (mg2_h)
nadh_h	Nicotinamide adenine dinucleotide - reduced (nadh_h)
nadph_h	Nicotinamide adenine dinucleotide phosphate - reduced (nadph_h)
nadp_h	Nicotinamide adenine dinucleotide phosphate (nadp_h)
nh4_h	Ammonium (nh4_h)
no2_h	Nitrite (no2_h)
o2_h	O2 O2 (o2_h)
pi_h	Phosphate (pi_h)
pep_h	Phosphoenolpyruvate (pep_h)
pheme_h	Protoheme C34H30FeN4O4 (pheme_h)
phe__L_h	L-Phenylalanine (phe__L_h)
pmtcoa_h	Palmitoyl-CoA (n-C16:0CoA) (pmtcoa_h)
ppa_h	Propionate (n-C3:0) (ppa_h)
ptrc_h	Putrescine (ptrc_h)
r5p_h	Alpha-D-Ribose 5-phosphate (r5p_h)
ribflv_h	Riboflavin C17H20N4O6 (ribflv_h)
ser__L_h	L-Serine (ser__L_h)
so3_h	Sulfite (so3_h)
sqdg18111Z160_c	Sulfoquinovosyldiacylglycerol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0) (sqdg18111Z160_c)
sqdg1819Z160_c	Sulfoquinovosyldiacylglycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0) (sqdg1819Z160_c)
fum_h	Fumarate (fum_h)
succ_h	Succinate (succ_h)
thr__L_h	L-Threonine (thr__L_h)
trp__L_h	L-Tryptophan (trp__L_h)
ump_h	UMP C9H11N2O9P (ump_h)
cital_c	Citalopram (cital_c)
pe1801829Z12Z_c	Phosphatidylethanolamine (18:0/18:2(9Z,12Z)) (pe1801829Z12Z_c)
pe1801829Z12Z_e	Phosphatidylethanolamine (18:0/18:2(9Z,12Z)) (pe1801829Z12Z_e)
pe1801835Z9Z12Z_e	Phosphatidylethanolamine (18:0/18:3(5Z,9Z,12Z)) (pe1801835Z9Z12Z_e)
pe1801845Z9Z12Z15Z_e	Phosphatidylethanolamine (18:0/18:4(5Z,9Z,12Z,15Z)) (pe1801845Z9Z12Z15Z_e)
pe18111Z1819Z_c	Phosphatidylethanolamine (18:1(11Z)/18:1(9Z)) (pe18111Z1819Z_c)
pe18111Z1819Z_e	Phosphatidylethanolamine (18:1(11Z)/18:1(9Z)) (pe18111Z1819Z_e)
pe18111Z1829Z12Z_c	Phosphatidylethanolamine (18:1(11Z)/18:2(9Z,12Z)) (pe18111Z1829Z12Z_c)
pe18111Z1829Z12Z_e	Phosphatidylethanolamine (18:1(11Z)/18:2(9Z,12Z)) (pe18111Z1829Z12Z_e)
pe18111Z1835Z9Z12Z_e	Phosphatidylethanolamine (18:1(11Z)/18:3(5Z,9Z,12Z)) (pe18111Z1835Z9Z12Z_e)
pe18111Z1845Z9Z12Z15Z_e	Phosphatidylethanolamine (18:1(11Z)/18:4(5Z,9Z,12Z,15Z)) (pe18111Z1845Z9Z12Z15Z_e)
pe1819Z1819Z_c	Phosphatidylethanolamine (18:1(9Z)/18:1(9Z)) (pe1819Z1819Z_c)
pe1819Z1819Z_e	Phosphatidylethanolamine (18:1(9Z)/18:1(9Z)) (pe1819Z1819Z_e)
pe1819Z1845Z9Z12Z15Z_e	Phosphatidylethanolamine (18:1(9Z)/18:4(5Z,9Z,12Z,15Z)) (pe1819Z1845Z9Z12Z15Z_e)
pe1829Z12Z1835Z9Z12Z_e	Phosphatidylethanolamine (18:2(9Z,12Z)/18:3(5Z,9Z,12Z)) (pe1829Z12Z1835Z9Z12Z_e)
pgp18111Z160_c	Phosphatidylglycerophosphate (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0) (pgp18111Z160_c)
pgp18111Z160_e	Phosphatidylglycerophosphate (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0) (pgp18111Z160_e)
ac_h	Acetate (ac_h)
ac_s	Acetate (ac_s)
h2o_s	H2O H2O (h2o_s)
hdca_s	Hexadecanoate (n-C16:0) (hdca_s)
h_s	H+ (h_s)
nadph_s	Nicotinamide adenine dinucleotide phosphate - reduced (nadph_s)
nadp_s	Nicotinamide adenine dinucleotide phosphate (nadp_s)
pmtcoa_s	Palmitoyl-CoA (n-C16:0CoA) (pmtcoa_s)
retinal_h	All-trans-Retinal (retinal_h)
retinal_s	All-trans-Retinal (retinal_s)
fdp_B_c	Beta-D-Fructose 1,6-bisphosphate (fdp_B_c)
fdp_B_f	Beta-D-Fructose 1,6-bisphosphate (fdp_B_f)
pyr_f	Pyruvate (pyr_f)
2pglyc_x	2-Phosphoglycolate (2pglyc_x)
asn__L_x	L-Asparagine (asn__L_x)
btcoa_x	Butanoyl-CoA (btcoa_x)
for_x	Formate (for_x)
10fthf_x	10-Formyltetrahydrofolate (10fthf_x)
methf_x	5,10-Methenyltetrahydrofolate (methf_x)
4hpro_LT_g	Trans 4 Hydroxy L proline C5H9NO3 (4hpro_LT_g)
udparab_c	UDP-L-arabinose (udparab_c)
udparab_g	UDP-L-arabinose (udparab_g)
alltt_m	Allantoate (alltt_m)
gln__L_m	L-Glutamine (gln__L_m)
pnto__R_m	(R)-Pantothenate (pnto__R_m)
spmd_m	Spermidine (spmd_m)
urate_m	Urate C5H4N4O3 (urate_m)
2dhp_n	2-Dehydropantoate (2dhp_n)
caro_h	Beta-Carotene (caro_h)
cholphya_h	Chlorophyll a (cholphya_h)
atp_h	ATP C10H12N5O13P3 (atp_h)
chlld_u	Chlorophyllide a (chlld_u)
adp_h	ADP C10H12N5O10P2 (adp_h)
chlld_h	Chlorophyllide a (chlld_h)
chldb_h	Chlorophyllide b (chldb_h)
chldb_u	Chlorophyllide b (chldb_u)
ggdp_h	Geranylgeranyl diphosphate C20H33O7P2 (ggdp_h)
ggdp_u	Geranylgeranyl diphosphate C20H33O7P2 (ggdp_u)
gthox_h	Oxidized glutathione (gthox_h)
gthox_u	Oxidized glutathione (gthox_u)
phdp_h	Phytyl diphosphate (phdp_h)
phdp_u	Phytyl diphosphate (phdp_u)
ppi_h	Diphosphate (ppi_h)
ppi_u	Diphosphate (ppi_u)
trnaala_m	TRNA(Ala) (trnaala_m)
alatrna_m	L-Alanyl-tRNA(Ala) (alatrna_m)
h2o2_m	Hydrogen peroxide (h2o2_m)
nwharg_c	N-(omega)-Hydroxyarginine (nwharg_c)
cbp_h	Carbamoyl phosphate (cbp_h)
orn_h	Ornithine (orn_h)
citr__L_h	L-Citrulline (citr__L_h)
ascb__L_u	L-Ascorbate (ascb__L_u)
dhdascb_u	Dehydroascorbate (dhdascb_u)
gthrd_u	Reduced glutathione (gthrd_u)
carn_h	L-Carnosine (carn_h)
spmd_h	Spermidine (spmd_h)
13dampp_h	1 3 Diaminopropane C3H12N2 (13dampp_h)
4abutn_h	4-Aminobutanal (4abutn_h)
h2o2_h	Hydrogen peroxide (h2o2_h)
cat_c	Calcitriol (cat_c)
Ssq23epx_c	 S  Squalene 2 3 epoxide C30H50O (Ssq23epx_c)
cyart_c	Cycloartenol (cyart_c)
2me4p_h	2-C-methyl-D-erythritol 4-phosphate (2me4p_h)
4c2me_h	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol (4c2me_h)
menecyart_c	24-Methylenecycloartanol (menecyart_c)
ddsmsterol_c	7-Dehydrodesmosterol (ddsmsterol_c)
dsmsterol_c	Desmosterol; 3beta-cholesta-5,24-dien-3-ol (dsmsterol_c)
ipdp_h	Isopentenyl diphosphate (ipdp_h)
dmpp_h	Dimethylallyl diphosphate (dmpp_h)
h2mb4p_h	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (h2mb4p_h)
2p4c2me_h	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol (2p4c2me_h)
2mecdp_h	2-C-methyl-D-erythritol 2,4-cyclodiphosphate (2mecdp_h)
cmp_h	CMP C9H12N3O8P (cmp_h)
2m6phol_h	2-Methyl-6-phytylquinol (2m6phol_h)
dtocophe_h	Delta-Tocopherol (dtocophe_h)
amet_h	S-Adenosyl-L-methionine (amet_h)
bvite_h	Beta-Tocopherol (bvite_h)
ahcys_h	S-Adenosyl-L-homocysteine (ahcys_h)
avite1_h	Alpha-Tocopherol (avite1_h)
gtocophe_h	Gamma-Tocopherol (gtocophe_h)
zymstnl_c	5alpha-cholest-8-en-3beta-ol (zymstnl_c)
3ohodcoa_c	3-Oxooctadecanoyl-CoA (3ohodcoa_c)
2ahethmpp_h	2-(alpha-Hydroxyethyl)thiamine diphosphate (2ahethmpp_h)
pyr_h	Pyruvate (pyr_h)
alac__S_h	(S)-2-Acetolactate (alac__S_h)
thmpp_h	Thiamine diphosphate (thmpp_h)
2ahethmpp_m	2-(alpha-Hydroxyethyl)thiamine diphosphate (2ahethmpp_m)
btal_h	Butanal C4H8O (btal_h)
nad_h	Nicotinamide adenine dinucleotide (nad_h)
btcoa_h	Butanoyl-CoA (btcoa_h)
1btol_c	1-Butanol (1btol_c)
3hbcoa__R_c	(R)-3-Hydroxybutyryl-CoA (3hbcoa__R_c)
dhap_h	Dihydroxyacetone phosphate (dhap_h)
e4p_h	D-Erythrose 4-phosphate (e4p_h)
s17bp_h	Sedoheptulose 1,7-bisphosphate (s17bp_h)
amp_h	AMP C10H12N5O7P (amp_h)
co2_h	CO2 CO2 (co2_h)
rb15bp_h	D-Ribulose 1,5-bisphosphate (rb15bp_h)
3pg_h	3-Phospho-D-glycerate (3pg_h)
nadph_u	Nicotinamide adenine dinucleotide phosphate - reduced (nadph_u)
nadp_u	Nicotinamide adenine dinucleotide phosphate (nadp_u)
bcryptox_u	Beta-Cryptoxanthin (bcryptox_u)
dcaro_h	Delta-Carotene (dcaro_h)
neuspn_h	Neurosporene (neuspn_h)
pqh2_h	Plastoquinol (pqh2_h)
lycop_h	Lycopene (lycop_h)
pq_h	Plastoquinone (pq_h)
phytfl_h	All-trans-Phytofluene (phytfl_h)
zcarote_h	Zeta-Carotene (zcarote_h)
acser_m	O-Acetyl-L-serine (acser_m)
scys__L_m	S-Sulfo-L-cysteine (scys__L_m)
h2s_h	Hydrogen sulfide (h2s_h)
suchms_h	O-Succinyl-L-homoserine (suchms_h)
hcys__L_h	L-Homocysteine (hcys__L_h)
2obut_h	2-Oxobutanoate (2obut_h)
Lcyst_h	L-Cysteate (Lcyst_h)
3spyr_h	3-Sulfopyruvate (3spyr_h)
acser_h	O-Acetyl-L-serine (acser_h)
trdrd_h	Reduced thioredoxin (trdrd_h)
tsul_h	Thiosulfate (tsul_h)
cys__L_h	L-Cysteine (cys__L_h)
trdox_h	Oxidized thioredoxin (trdox_h)
citalald_c	Citalopram aldehyde (citalald_c)
citalppa_c	Citalopram propionic acid (citalppa_c)
dma_c	Dimethylamine (dma_c)
dmcital_c	Demethylcitalopram (dmcital_c)
ddmcital_c	Didemethylcitalopram (ddmcital_c)
lido_c	Lidocaine (lido_c)
meglyxyl_c	Monoethylglycinexylidide (meglyxyl_c)
3hlido_c	3-Hydroxylidocaine (3hlido_c)
meglyxyl_e	Monoethylglycinexylidide (meglyxyl_e)
26dmani_e	2,6-Dimethylaniline (26dmani_e)
egly_e	N-Ethylglycine (egly_e)
5flura_c	5-Fluorouracil (5flura_c)
56dh5flura_c	5,6-Dihydro-5-fluorouracil (56dh5flura_c)
5flurimp_c	5-Fluorouridine monophosphate (5flurimp_c)
cytP450o_c	Oxidized flavoprotein (cytochrome P-450) (cytP450o_c)
cytP450r_c	Reduced flavoprotein (cytochrome P-450) (cytP450r_c)
tgua_c	Thioguanine (tgua_c)
6tgsnmp_c	6-Thioguanosine monophosphate (6tgsnmp_c)
3hddecACP_h	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] (3hddecACP_h)
tddec2eACP_h	Trans-Dodec-2-enoyl-[acyl-carrier protein] (tddec2eACP_h)
3hoctaACP_h	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] (3hoctaACP_h)
toctd2eACP_h	Trans-octadec-2-enoyl-[acyl-carrier protein] (toctd2eACP_h)
3hcvac11eACP_h	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] (3hcvac11eACP_h)
t3c11vaceACP_h	Trans-3-cis-11-vacceoyl-[acyl-carrier protein] (t3c11vaceACP_h)
3hhexACP_h	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] (3hhexACP_h)
thex2eACP_h	Trans-Hex-2-enoyl-[acyl-carrier protein] (thex2eACP_h)
3odecACP_h	3-Oxodecanoyl-[acyl-carrier protein] (3odecACP_h)
3hdecACP_h	(R)-3-Hydroxydecanoyl-[acyl-carrier protein] (3hdecACP_h)
3oddecACP_h	3-Oxododecanoyl-[acyl-carrier protein] (3oddecACP_h)
3ocvac11eACP_h	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] (3ocvac11eACP_h)
3ohexACP_h	3-Oxohexanoyl-[acyl-carrier protein] (3ohexACP_h)
dcaACP_h	Decanoyl-ACP (n-C10:0ACP) (dcaACP_h)
malACP_h	Malonyl-[acyl-carrier protein] (malACP_h)
ACP_h	Acyl carrier protein (ACP_h)
myrsACP_h	Myristoyl-ACP (n-C14:0ACP) (myrsACP_h)
3opalmACP_h	3-Oxohexadecanoyl-[acyl-carrier protein] (3opalmACP_h)
hdeACP_h	Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) (hdeACP_h)
acACP_h	Acetyl-ACP (acACP_h)
fdxox_h	Oxidized ferredoxin (fdxox_h)
palmACP_h	Palmitoyl-ACP (n-C16:0ACP) (palmACP_h)
fdxrd_h	Reduced ferredoxin (fdxrd_h)
ocdcaACP_h	Octadecanoyl-ACP (n-C18:0ACP) (ocdcaACP_h)
octe9ACP_h	Cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1) (octe9ACP_h)
btnCCP_h	Holo-[carboxylase] (btnCCP_h)
hco3_h	Bicarbonate (hco3_h)
cbtnCCP_h	Carboxybiotin-carboxyl-carrier protein (cbtnCCP_h)
ddcaACP_h	Dodecanoyl-ACP (n-C12:0ACP) (ddcaACP_h)
tmrs2eACP_h	Trans-Tetradec-2-enoyl-[acyl-carrier protein] (tmrs2eACP_h)
tpalm2eACP_h	Trans-Hexadec-2-enoyl-[acyl-carrier protein] (tpalm2eACP_h)
octeACP_h	Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1) (octeACP_h)
but2eACP_h	But-2-enoyl-[acyl-carrier protein] (but2eACP_h)
butACP_h	Butyryl-ACP (n-C4:0ACP) (butACP_h)
hexACP_h	Hexanoyl-ACP (n-C6:0ACP) (hexACP_h)
toct2eACP_h	Trans-Oct-2-enoyl-[acyl-carrier protein] (toct2eACP_h)
ocACP_h	Octanoyl-ACP (n-C8:0ACP) (ocACP_h)
dca_h	Decanoate (n-C10:0) (dca_h)
ttdca_h	Tetradecanoate (n-C14:0) (ttdca_h)
actACP_h	Acetoacetyl-ACP (actACP_h)
hxcoa_m	Hexanoyl-CoA (n-C6:0CoA) (hxcoa_m)
3oocoa_m	3-Oxooctanoyl-CoA (3oocoa_m)
3odcoa_m	3-Oxodecanoyl-CoA (3odcoa_m)
dcacoa_m	Decanoyl-CoA (n-C10:0CoA) (dcacoa_m)
3oddcoa_m	3-Oxododecanoyl-CoA (3oddcoa_m)
ddcacoa_m	Dodecanoyl-CoA (n-C12:0CoA) (ddcacoa_m)
3otdcoa_m	3-Oxotetradecanoyl-CoA (3otdcoa_m)
oc2coa_m	Trans-Oct-2-enoyl-CoA (oc2coa_m)
3hhcoa_m	(S)-3-Hydroxyhexanoyl-CoA (3hhcoa_m)
hx2coa_m	Trans-Hex-2-enoyl-CoA (hx2coa_m)
3hhdcoa_m	(S)-3-Hydroxyhexadecanoyl-CoA (3hhdcoa_m)
hdd2coa_m	Trans-Hexadec-2-enoyl-CoA (hdd2coa_m)
3hdcoa_m	(S)-3-Hydroxydecanoyl-CoA (3hdcoa_m)
3hddcoa_m	(S)-3-Hydroxydodecanoyl-CoA (3hddcoa_m)
3ohdcoa_m	3-Oxohexadecanoyl-CoA (3ohdcoa_m)
hdcea_h	Hexadecenoate (n-C16:1) (hdcea_h)
ocdca_h	Octadecanoate (n-C18:0) (ocdca_h)
3ohcoa_x	3-Oxohexanoyl-CoA (3ohcoa_x)
dd2coa_x	Trans-Dodec-2-enoyl-CoA (dd2coa_x)
b2coa_x	Crotonoyl-CoA (b2coa_x)
ca_c	Coniferonic acid (18:4(5Z,9Z,12Z,15Z)) (ca_c)
cacoa_c	Coniferonyl-coa (cacoa_c)
cytP450o_h	Oxidized flavoprotein (cytochrome P-450) (cytP450o_h)
cytP450r_h	Reduced flavoprotein (cytochrome P-450) (cytP450r_h)
oc2coa_x	Trans-Oct-2-enoyl-CoA (oc2coa_x)
3hocoa_x	(S)-3-Hydroxyoctanoyl-CoA (3hocoa_x)
whttdca_h	Omega hydroxy tetradecanoate (n-C14:0) (whttdca_h)
whodce9a_h	Omega hydroxy octadecenoate (18:1(9Z)) (whodce9a_h)
3hhcoa_x	(S)-3-Hydroxyhexanoyl-CoA (3hhcoa_x)
10fthfglu__L_c	10-Formyltetrahydrofolyl L-glutamate (10fthfglu__L_c)
10fthfglu__L_m	10-Formyltetrahydrofolyl L-glutamate (10fthfglu__L_m)
2ahhmd_c	2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2 (2ahhmd_c)
man_h	D-Mannose (man_h)
man6p_h	D-Mannose 6-phosphate (man6p_h)
f1p_h	D-Fructose 1-phosphate (f1p_h)
glyald_h	D-Glyceraldehyde (glyald_h)
fru_B_h	Beta-D-fructose (fru_B_h)
f26bp_c	D Fructose 2 6 bisphosphate C6H10O12P2 (f26bp_c)
sbt__D_h	D-Sorbitol (sbt__D_h)
Glc_aD_h	Alpha-D-glucose (Glc_aD_h)
ggl_h	Galactosylglycerol C9H18O8 (ggl_h)
1Dgali_h	1 alpha D Galactosyl myo inositol C12H22O11 (1Dgali_h)
raffin_h	Raffinose C18H32O16 (raffin_h)
inost_h	Myo-Inositol (inost_h)
stys_h	Stachyose (stys_h)
melib_h	Melibiose C12H22O11 (melib_h)
melt_h	Melibiitol C12H24O11 (melt_h)
sucr_h	Sucrose C12H22O11 (sucr_h)
mnt_h	Manninotriose (mnt_h)
gln__L_h	L-Glutamine (gln__L_h)
prpp_h	5-Phospho-alpha-D-ribose 1-diphosphate (prpp_h)
pram_h	5-Phospho-beta-D-ribosylamine (pram_h)
glucys_h	Gamma-L-Glutamyl-L-cysteine (glucys_h)
gly_h	Glycine (gly_h)
gthrd_h	Reduced glutathione (gthrd_h)
aps_h	Adenosine 5'-phosphosulfate (aps_h)
aps_m	Adenosine 5'-phosphosulfate (aps_m)
protdt_h	Protein dithiol (protdt_h)
protds_h	Protein disulfide (protds_h)
12dgr16018111Z_c	1,2-Diacyl-sn-glycerol (1-hexadecanoyl,2-(11Z)-octadecenoyl, 16:0/18:1(11Z)) (12dgr16018111Z_c)
ocdccoa_c	Octadecanoyl-coa (ocdccoa_c)
ocdcecoa_c	(11Z)-octadecenoyl-coa (ocdcecoa_c)
ocdce9coa_c	(9Z)-octadecenoyl-coa (ocdce9coa_c)
12dgr1601819Z_c	1,2-Diacyl-sn-glycerol (1-hexadecanoyl,2-(9Z)-octadecenoyl, 16:0/18:1(9Z)) (12dgr1601819Z_c)
12dgr1801819Z_c	1,2-Diacyl-sn-glycerol (1-octadecanoyl,2-(9Z)-octadecenoyl, 18:0/18:1(9Z)) (12dgr1801819Z_c)
pacoa_c	Pinolenyl-coa (pacoa_c)
12dgr18111Z18111Z_c	1,2-Diacyl-sn-glycerol (1,2-di-(11Z)-octadecenoyl, 18:1(11Z)/18:1(11Z)) (12dgr18111Z18111Z_c)
12dgr18111Z1819Z_c	1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl, 18:1(11Z)/18:1(9Z)) (12dgr18111Z1819Z_c)
12dgr1819Z18111Z_c	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl, 18:1(9Z)/18:1(11Z)) (12dgr1819Z18111Z_c)
12dgr1819Z1819Z_c	1,2-Diacyl-sn-glycerol (1,2-di-(9Z)-octadecenoyl, 18:1(9Z)/18:1(9Z)) (12dgr1819Z1819Z_c)
dghs16018111Z_c	Diacylglycerolhomoserine (16:0/18:1(11Z)) (dghs16018111Z_c)
dghs1601819Z_c	Diacylglycerolhomoserine (16:0/18:1(9Z)) (dghs1601819Z_c)
dghs18111Z18111Z_c	Diacylglycerolhomoserine (18:1(11Z)/18:1(11Z)) (dghs18111Z18111Z_c)
1odecg3p_h	1-octadecanoyl-sn-glycerol 3-phosphate (1odecg3p_h)
pa1801819Z_h	1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate (pa1801819Z_h)
1odec11eg3p_h	1-octadec-11-enoyl-sn-glycerol 3-phosphate (1odec11eg3p_h)
pa18111Z160_h	1-(11Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate (pa18111Z160_h)
1odec9eg3p_h	1-octadec-9-enoyl-sn-glycerol 3-phosphate (1odec9eg3p_h)
pa1819Z1619Z_h	1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl-sn-glycerol 3-phosphate (pa1819Z1619Z_h)
pa1819Z1819Z_h	1,2-di-(9Z)-octadecenoyl-sn-glycerol 3-phosphate (pa1819Z1819Z_h)
1odec11eg3p_c	1-octadec-11-enoyl-sn-glycerol 3-phosphate (1odec11eg3p_c)
pa18111Z160_c	1-(11Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate (pa18111Z160_c)
pa18111Z18111Z_c	1-(11Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate (pa18111Z18111Z_c)
1odec9eg3p_c	1-octadec-9-enoyl-sn-glycerol 3-phosphate (1odec9eg3p_c)
pa1819Z160_c	1-(9Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate (pa1819Z160_c)
pa1819Z18111Z_c	1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate (pa1819Z18111Z_c)
pa1819Z1819Z_c	1,2-di-(9Z)-octadecenoyl-sn-glycerol 3-phosphate (pa1819Z1819Z_c)
mag180_c	1-monoacylglycerol (18:0) (mag180_c)
mag1819Z_c	1-monoacylglycerol (18:1(9Z)) (mag1819Z_c)
pa1601819Z_c	1-hexadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate (pa1601819Z_c)
12dgr160_h	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) (12dgr160_h)
pa160_h	1,2-dihexadecanoyl-sn-glycerol 3-phosphate (pa160_h)
12dgr1801819Z_h	1,2-Diacyl-sn-glycerol (1-octadecanoyl,2-(9Z)-octadecenoyl, 18:0/18:1(9Z)) (12dgr1801819Z_h)
12dgr18111Z160_h	1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0) (12dgr18111Z160_h)
pa18111Z1819Z_c	1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate (pa18111Z1819Z_c)
12dgr1819Z160_h	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0) (12dgr1819Z160_h)
pa1819Z160_h	1-(9Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate (pa1819Z160_h)
12dgr1819Z18111Z_h	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl, 18:1(9Z)/18:1(11Z)) (12dgr1819Z18111Z_h)
pa1819Z18111Z_h	1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate (pa1819Z18111Z_h)
12dgr1819Z1819Z_h	1,2-Diacyl-sn-glycerol (1,2-di-(9Z)-octadecenoyl, 18:1(9Z)/18:1(9Z)) (12dgr1819Z1819Z_h)
mgdg1819Z1619Z_h	Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z)) (mgdg1819Z1619Z_h)
mgdg1819Z1627Z10Z_h	Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z,10Z)-hexadecadienoyl, 18:1(9Z)/16:2(7Z,10Z)) (mgdg1819Z1627Z10Z_h)
mgdg1819Z1637Z10Z13Z_h	Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:1(9Z)/16:3(7Z,10Z,13Z)) (mgdg1819Z1637Z10Z13Z_h)
